Timestamp,CPU_Usage_Percent,GPU_Usage_Percent
0.0,0.8,0
1.0321166515350342,13.0,5
2.065075635910034,18.0,6
3.0733747482299805,12.5,5
4.085912227630615,9.9,4
5.088799476623535,10.1,3
6.14202880859375,9.7,3
7.148146152496338,10.3,4
8.161170721054077,12.8,4
9.18757677078247,15.5,7
10.204206228256226,21.5,7
11.228139162063599,17.5,10
12.247828483581543,19.4,6
13.250405073165894,19.2,5
14.260394811630249,21.5,7
15.297215700149536,14.6,3
16.304805278778076,13.4,8
17.306965589523315,9.7,3
18.312761068344116,9.4,3
19.328314542770386,11.8,19
20.349318742752075,14.3,5
21.35194182395935,11.8,4
22.382129669189453,10.5,4
23.42197322845459,7.2,3
24.46915316581726,6.6,3
25.51592993736267,6.8,2
26.531372547149658,10.2,2
27.57863736152649,6.6,18
28.593939304351807,9.4,3
29.60950016975403,6.8,3
30.625117778778076,6.0,15
31.627171516418457,9.9,3
32.65667176246643,25.6,4
33.68758249282837,14.3,3
34.719000816345215,7.7,2
35.7657573223114,7.3,2
36.79635715484619,7.9,2
37.8006329536438,13.0,5
38.831164836883545,14.3,9
39.83247089385986,19.2,6
40.84669852256775,13.3,6
41.87518286705017,21.2,2
42.890730142593384,22.9,3
43.89580512046814,17.5,4
44.928279638290405,13.5,3
45.9691116809845,9.1,3
47.01572895050049,16.3,3
48.046988010406494,23.3,2
49.09385418891907,6.2,3
50.12549376487732,7.1,3
51.15660095214844,7.0,2
52.17974138259888,9.6,4
53.204845905303955,15.3,7
54.235445737838745,24.1,5
55.25120782852173,23.6,7
56.265769481658936,14.3,4
57.28136467933655,12.8,3
58.28309679031372,7.7,3
59.29221439361572,10.3,5
60.306034564971924,16.5,10
61.32837438583374,13.1,5
62.390955448150635,12.7,2
63.42228627204895,6.2,2
64.43766856193542,6.1,3
65.47347211837769,6.9,3
66.51568984985352,8.0,2
67.5626266002655,6.7,2
68.57818508148193,6.6,6
69.59390807151794,5.9,3
70.62513732910156,7.2,3
71.62786841392517,11.0,2
72.65769386291504,17.7,6
73.70439767837524,19.2,7
74.72015285491943,14.8,6
75.73014783859253,20.1,5
76.7402355670929,18.1,5
77.75452589988708,12.3,6
78.76576256752014,16.5,6
79.78544735908508,17.5,3
80.81267142295837,9.5,3
81.82855153083801,8.2,3
82.87520980834961,7.0,2
83.89901089668274,11.8,2
84.92773270606995,12.2,3
85.93786382675171,10.1,3
86.98455023765564,9.3,5
88.01577234268188,23.2,4
89.05397987365723,17.2,4
90.07828736305237,19.1,3
91.10996580123901,10.0,5
92.13084316253662,11.9,4
93.16051650047302,17.7,10
94.20326566696167,14.1,3
95.2345700263977,18.5,5
96.2360246181488,19.1,5
97.25127100944519,15.3,7
98.26671361923218,13.2,7
99.27694082260132,14.7,6
100.28886032104492,13.4,5
101.31340789794922,20.5,6
102.32226967811584,19.3,7
103.32302474975586,15.0,5
104.32858109474182,17.8,4
105.36237835884094,11.9,6
106.37785577774048,14.4,7
107.40673661231995,23.8,3
108.42205429077148,13.2,5
109.42961955070496,10.3,5
110.45323920249939,9.1,2
111.49056124687195,10.3,3
112.5164487361908,10.0,5
113.56780433654785,10.6,4
114.59416627883911,11.1,7
